BusinessName,DBAName,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Location
Casa Real Mexican Food,,Active,FT,Eating & Drinking w/ Take Out,03/31/2008 02:43:30 PM,+16172823135,"(0E-9, 0E-9)"
Estragon,,Active,FS,Eating & Drinking,12/07/2007 12:58:22 PM,+17817715498,"(0E-9, 0E-9)"
DUNKIN DONUTS/BASKIN ROBBINS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:32 PM,+16172328770,"(0E-9, 0E-9)"
Dunkin Donuts,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:43 PM,+16176500372,"(0E-9, 0E-9)"
Double Tree Club Hotel,,Active,FS,Eating & Drinking,12/07/2006 01:35:16 PM,+10009567900,"(0E-9, 0E-9)"
Koy,,Active,FS,Eating & Drinking,08/18/2014 01:26:35 PM,+19788520978,"(0E-9, 0E-9)"
S & I TO GO,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:56 PM,+17818911896,"(0E-9, 0E-9)"
Mass Gen. Hosp./Tea Leaves & Coffee Beans,,Active,FT,Eating & Drinking w/ Take Out,05/01/2009 01:00:58 PM,+16177262520,"(0E-9, 0E-9)"
COTTAGE TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:34:13 PM,+16173649838,"(0E-9, 0E-9)"
Sodexo @ Emerson - Paramount Servery,,Active,FS,Eating & Drinking,07/24/2013 10:29:58 AM,+10000000000,"(0E-9, 0E-9)"
SODEXO U MASS FACULTY CLUB,,Active,FS,Eating & Drinking,04/12/2007 01:23:43 PM,+10000000000,"(0E-9, 0E-9)"
FLAMES RESTAURANT III  INC.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:29 PM,+16175949827,"(0E-9, 0E-9)"
Tavolo,,Active,FS,Eating & Drinking,10/22/2007 12:18:15 PM,+16174365076,"(0E-9, 0E-9)"
Smith & Wollensky Atlantic Wharf,,Active,FS,Eating & Drinking,12/03/2010 10:53:20 AM,+10000000000,"(0E-9, 0E-9)"
Zo,,Active,FT,Eating & Drinking w/ Take Out,05/26/2009 03:06:54 PM,+16172270101,"(0E-9, 0E-9)"
DUNKIN DONUTS/PLAZA ENT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:06 PM,+16173675757,"(0E-9, 0E-9)"
Stand #709,,Active,FT,Eating & Drinking w/ Take Out,01/27/2009 02:46:29 PM,+16176241600,"(0E-9, 0E-9)"
Emmanuel College (Muddy River Cafe),,Active,FS,Eating & Drinking,09/11/2007 09:23:33 AM,+16177359952,"(0E-9, 0E-9)"
DICK'S LAST RESORT,,Active,FS,Eating & Drinking,04/17/2007 10:01:23 AM,+16172678080,"(0E-9, 0E-9)"
T D Garden Premium Club,,Active,FS,Eating & Drinking,12/07/2006 01:34:43 PM,+16176241600,"(0E-9, 0E-9)"
MAGGIANO'S,,Active,FS,Eating & Drinking,12/07/2006 01:35:09 PM,+16175423456,"(0E-9, 0E-9)"
Ancient & Honorable Artillery Company,,Active,FS,Eating & Drinking,03/24/2007 11:32:37 AM,+16172271638,"(0E-9, 0E-9)"
Urban Cantina,,Active,FS,Eating & Drinking,09/17/2014 01:48:04 PM,+17816368158,"(0E-9, 0E-9)"
Stand 725,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:10:27 AM,+16176241600,"(0E-9, 0E-9)"
CONOR LARKINS GRILL & TAP,,Active,FS,Eating & Drinking,12/07/2006 01:35:34 PM,+16178670084,"(0E-9, 0E-9)"
PAPA JOHNS PIZZA,,Active,FT,Eating & Drinking w/ Take Out,02/12/2014 02:21:41 PM,+16172540111,"(0E-9, 0E-9)"
Domino's Pizza,,Active,FT,Eating & Drinking w/ Take Out,06/20/2007 11:27:15 AM,+19786974396,"(0E-9, 0E-9)"
Boloco,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,"(0E-9, 0E-9)"
Boloco,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,"(0E-9, 0E-9)"
Acapulco Mexican Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:34:15 PM,+16175244328,"(0E-9, 0E-9)"
MOONSHINE 152,,Active,FS,Eating & Drinking,12/15/2014 10:48:05 AM,+15106825445,"(0E-9, 0E-9)"
Dunkin Donuts Space #52,,Active,FT,Eating & Drinking w/ Take Out,09/17/2007 08:19:00 AM,+12159970667,"(0E-9, 0E-9)"
Dunkin' Donuts,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:42 PM,+16172328052,"(0E-9, 0E-9)"
Dunkin' Donuts,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:35 PM,+10003676985,"(0E-9, 0E-9)"
Au Bon Pain (US Airways),,Active,FT,Eating & Drinking w/ Take Out,05/21/2007 01:20:49 PM,+16178975079,"(0E-9, 0E-9)"
The Atrium Cafe@Brigham & Womens Faulkner Hosp.,,Active,FT,Eating & Drinking w/ Take Out,07/24/2007 10:56:27 AM,+16179837265,"(0E-9, 0E-9)"
Wendy's,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:41 PM,+16785146755,"(0E-9, 0E-9)"
BERTUCCI'S BRICKOVEN PIZZERIA,,Active,FS,Eating & Drinking,12/07/2006 01:35:52 PM,+15083512577,"(0E-9, 0E-9)"
Sea Breeze Grill,,Active,FT,Eating & Drinking w/ Take Out,12/10/2013 03:35:40 PM,+16172821656,"(0E-9, 0E-9)"
Stand #521,,Active,FT,Eating & Drinking w/ Take Out,01/27/2009 12:00:18 PM,+16176241600,"(0E-9, 0E-9)"
Dunkin Donuts,,Active,FT,Eating & Drinking w/ Take Out,08/07/2007 01:10:54 PM,+16172542600,"(0E-9, 0E-9)"
La Lechonera Cafe,,Active,FT,Eating & Drinking w/ Take Out,11/28/2007 10:15:30 AM,+16173230311,"(0E-9, 0E-9)"
J J FOLEY'S GRILL INC.,,Active,FS,Eating & Drinking,12/07/2006 01:34:20 PM,+16174828075,"(0E-9, 0E-9)"
Stand #301,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:05:45 AM,+16176241600,"(0E-9, 0E-9)"
Espessomente,,Active,FT,Eating & Drinking w/ Take Out,04/28/2009 10:38:40 AM,+10000000000,"(0E-9, 0E-9)"
SORELLE CITY SQUARE,,Active,FS,Eating & Drinking,12/07/2006 01:35:49 PM,+16172425980,"(0E-9, 0E-9)"
DUNKIN DONUTS',,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:37 PM,+16175411911,"(0E-9, 0E-9)"
COPLEY PLAZA HOTEL,,Active,FS,Eating & Drinking,12/07/2006 01:34:10 PM,+16172675300,"(0E-9, 0E-9)"
Mangia-Yogoteria,,Active,FS,Eating & Drinking,05/23/2014 12:45:04 PM,+16173239300,"(0E-9, 0E-9)"
The Monkey Bar,,Active,FT,Eating & Drinking w/ Take Out,04/08/2011 12:03:39 PM,+16173672110,"(0E-9, 0E-9)"
LEGAL SEA FOOD,,Active,FS,Eating & Drinking,03/08/2007 11:22:56 AM,+16175309147,"(0E-9, 0E-9)"
Fish Market,,Active,FS,Eating & Drinking,01/20/2009 08:27:33 AM,+10000000000,"(0E-9, 0E-9)"
Peet's Coffee & Tea,,Active,FT,Eating & Drinking w/ Take Out,01/12/2015 11:36:29 AM,+18573666704,"(42.357627, -71.070407)"
Fisherman's Net,,Active,FT,Eating & Drinking w/ Take Out,07/16/2007 11:30:35 AM,+17814750361,"(0E-9, 0E-9)"
MIKES DONUT SHOP,,Active,FT,Eating & Drinking w/ Take Out,04/04/2007 02:52:59 PM,+16175248564,"(0E-9, 0E-9)"
Longhorn Steakhouse 5148,,Active,FS,Eating & Drinking,12/07/2006 01:35:21 PM,+16177761529,"(0E-9, 0E-9)"
YOMA,,Active,FT,Eating & Drinking w/ Take Out,02/02/2007 02:10:39 PM,+17815262254,"(0E-9, 0E-9)"
Stand 420,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:22:36 AM,+16176241600,"(0E-9, 0E-9)"
Hanmaru,,Active,FS,Eating & Drinking,05/03/2007 08:43:33 AM,+16177797907,"(0E-9, 0E-9)"
Stop & Shop/Dunkin Donuts,,Active,FT,Eating & Drinking w/ Take Out,11/15/2007 08:50:10 AM,+16172652766,"(0E-9, 0E-9)"
BALE RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:43 PM,+16174799006,"(0E-9, 0E-9)"
HAYMARKET PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16177238585,"(0E-9, 0E-9)"
EASTERN STANDARD,,Active,FS,Eating & Drinking,12/07/2006 01:36:19 PM,+16175329100,"(0E-9, 0E-9)"
WONDER BAR,,Active,FS,Eating & Drinking,12/07/2006 01:36:31 PM,+16177871599,"(0E-9, 0E-9)"
Au Bon Pain,,Active,FS,Eating & Drinking,03/21/2014 11:27:06 AM,+16174232100,"(0E-9, 0E-9)"
Atlantic Beer Garden,,Active,FS,Eating & Drinking,10/06/2008 01:36:25 PM,+16173578000,"(0E-9, 0E-9)"
MACUMBA LATINA,,Active,FS,Eating & Drinking,03/06/2014 03:21:17 PM,+16178982014,"(0E-9, 0E-9)"
Stand #412,,Active,FT,Eating & Drinking w/ Take Out,01/27/2009 02:56:19 PM,+16176241600,"(0E-9, 0E-9)"
Panera Bread # 1449,,Active,FS,Eating & Drinking,10/29/2010 09:12:19 AM,+10000000000,"(0E-9, 0E-9)"
Domino's Pizza,,Active,FT,Eating & Drinking w/ Take Out,04/17/2012 12:57:58 PM,+15085201000,"(0E-9, 0E-9)"
Bright Arena/Briggs Cage,,Active,FS,Eating & Drinking,12/07/2006 01:34:08 PM,+10004992700,"(0E-9, 0E-9)"
Dunkin Donuts,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:53 PM,+16175411911,"(0E-9, 0E-9)"
NOODLE STREET RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:36:01 PM,+16175363100,"(0E-9, 0E-9)"
Kung Fu Tea,,Active,FT,Eating & Drinking w/ Take Out,08/18/2014 01:22:00 PM,+16462209991,"(0E-9, 0E-9)"
NICKERSON FIELD (BU),,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:01 PM,+16173532947,"(0E-9, 0E-9)"
C16/B16,,Active,FT,Eating & Drinking w/ Take Out,04/27/2007 06:56:33 PM,+10000000000,"(0E-9, 0E-9)"
PF Chang's China Bistro,,Active,FS,Eating & Drinking,04/11/2007 04:38:49 PM,+16175730821,"(0E-9, 0E-9)"
DUNKIN DONUT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:46 PM,+16176950546,"(0E-9, 0E-9)"
CAPPY'S PIZZA & SUBS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:59 PM,+16176305751,"(0E-9, 0E-9)"
Chipotle Mexican Grill,,Active,FS,Eating & Drinking,06/12/2014 08:50:38 AM,+10000000000,"(0E-9, 0E-9)"
NORTHEASTERN UNIV MATHEWS ARENA,,Active,FS,Eating & Drinking,12/07/2006 01:34:19 PM,+16173733130,"(0E-9, 0E-9)"
Cafe Mamtaz,,Active,FT,Eating & Drinking w/ Take Out,10/19/2009 08:18:51 AM,+16174644800,"(0E-9, 0E-9)"
M/V Rita,,Active,FS,Eating & Drinking,08/08/2012 09:47:22 AM,+16172274321,"(0E-9, 0E-9)"
Starbucks Coffee(GateB7),,Active,FT,Eating & Drinking w/ Take Out,03/10/2007 12:23:09 PM,+16174386338,"(0E-9, 0E-9)"
Boston Symphony Orchestra,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:07 PM,+16172661492,"(0E-9, 0E-9)"
Red Moon Restuarant,,Active,FT,Eating & Drinking w/ Take Out,01/26/2015 09:25:33 AM,+16174479173,"(0E-9, 0E-9)"
The Whiskey Priest,,Active,FS,Eating & Drinking,04/15/2010 01:36:36 PM,+16174268111,"(0E-9, 0E-9)"
SEAPOINT RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:34:50 PM,+16172681476,"(0E-9, 0E-9)"
U Food Grill,,Active,FT,Eating & Drinking w/ Take Out,05/17/2007 03:08:38 PM,+16177876000,"(0E-9, 0E-9)"
PATRON'S MEXICAN KITCHEN,,Active,FS,Eating & Drinking,12/07/2006 01:35:02 PM,+16177918001,"(0E-9, 0E-9)"
PARKWAY LITTLE LEAGUE STAND,,Active,FS,Eating & Drinking,04/12/2007 02:16:58 PM,+10000000000,"(0E-9, 0E-9)"
MIKES DONUTS,,Active,FT,Eating & Drinking w/ Take Out,04/11/2007 09:30:11 AM,+10000000000,"(0E-9, 0E-9)"
Honey Dew Donuts,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:06 PM,+17815953129,"(0E-9, 0E-9)"
PIZZERIA RICO,,Active,FS,Eating & Drinking,10/22/2014 02:03:20 PM,+16174237426,"(0E-9, 0E-9)"
CHECKMATE CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:53 PM,+16173239994,"(0E-9, 0E-9)"
PICCO RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:36:05 PM,+17814550092,"(0E-9, 0E-9)"
Il Panino Cafe and Grill,,Active,FS,Eating & Drinking,04/13/2011 09:34:30 AM,+10000000000,"(0E-9, 0E-9)"
Market Cafe,,Active,FT,Eating & Drinking w/ Take Out,05/03/2012 10:22:33 AM,+16175674725,"(0E-9, 0E-9)"
Emack & Bolio,,Active,FT,Eating & Drinking w/ Take Out,08/06/2007 12:34:03 PM,+16175924424,"(0E-9, 0E-9)"
Mass General Hospital/Blossom Cafe,,Active,FT,Eating & Drinking w/ Take Out,05/01/2009 01:24:52 PM,+16177262520,"(0E-9, 0E-9)"
MISTRAL,,Active,FS,Eating & Drinking,12/07/2006 01:34:52 PM,+16178679300,"(0E-9, 0E-9)"
Stand #710,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:21:06 AM,+16176241600,"(0E-9, 0E-9)"
DUNKIN DONUTS/SCNVANOS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:06 PM,+19788981250,"(0E-9, 0E-9)"
C10/B10,Aramark Corporation,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 10:50:08 AM,+16175366683,"(0E-9, 0E-9)"
SBARRO RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:14 PM,+17813897634,"(0E-9, 0E-9)"
Mija Cantina and Tequila Bar,,Active,FS,Eating & Drinking,04/07/2011 08:34:40 AM,+18572847382,"(0E-9, 0E-9)"
BOSTON WING IT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:34 PM,+16177832473,"(0E-9, 0E-9)"
CHOW THAI CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:34:50 PM,+16172425232,"(0E-9, 0E-9)"
Dunkin Donuts (V.F.W. Pkwy.),,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:29 PM,+16173253107,"(0E-9, 0E-9)"
Olympic House of Pizza,,Active,FT,Eating & Drinking w/ Take Out,10/23/2007 11:25:26 AM,+16172692144,"(0E-9, 0E-9)"
Pinkberry,,Active,FT,Eating & Drinking w/ Take Out,03/10/2011 11:31:00 AM,+16173793545,"(0E-9, 0E-9)"
Cosi (TRMNL E Logan Airport),,Active,FT,Eating & Drinking w/ Take Out,03/23/2012 10:08:56 AM,+18574137993,"(0E-9, 0E-9)"
ASIAN GARDEN RESTAURANT INC.,,Active,FS,Eating & Drinking,12/07/2006 01:35:32 PM,+16174263348,"(0E-9, 0E-9)"
Wendy's (Logan Airport T-A),,Active,FT,Eating & Drinking w/ Take Out,05/09/2007 09:35:25 AM,+18004265971,"(0E-9, 0E-9)"
College Club,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175369510,"(0E-9, 0E-9)"
THE LAST DROP,,Active,FS,Eating & Drinking,12/07/2006 01:34:23 PM,+16172546633,"(0E-9, 0E-9)"
CO7,,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 10:44:27 AM,+16175366683,"(0E-9, 0E-9)"
UPTOWN CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:00 PM,+16172271181,"(0E-9, 0E-9)"
B.U. HARRY AGGANIS ARENA(FS),,Active,FS,Eating & Drinking,12/07/2006 01:36:10 PM,+10000000000,"(0E-9, 0E-9)"
Boston Yacht Haven,,Active,FS,Eating & Drinking,09/15/2008 03:27:04 PM,+16173675050,"(0E-9, 0E-9)"
Ducali Pizzeria & Bar,,Active,FS,Eating & Drinking,06/01/2007 11:24:41 AM,+16177424144,"(0E-9, 0E-9)"
EDDIE C'S,,Active,FS,Eating & Drinking,12/07/2006 01:35:47 PM,+16174682125,"(0E-9, 0E-9)"
L5B3,,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 11:34:13 AM,+16175366683,"(0E-9, 0E-9)"
CAFFE PARADISO,,Active,FS,Eating & Drinking,12/07/2006 01:34:14 PM,+16177421768,"(0E-9, 0E-9)"
Stand 489,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:07:18 AM,+16176241600,"(0E-9, 0E-9)"
MORTON'S PIZZERIA,,Active,FS,Eating & Drinking,12/19/2013 08:36:19 AM,+16172871127,"(0E-9, 0E-9)"
PAVC1,,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 11:27:25 AM,+16175366683,"(0E-9, 0E-9)"
GARDEN HALLS DORMS,,Active,FS,Eating & Drinking,12/07/2006 01:34:25 PM,+10000000000,"(0E-9, 0E-9)"
Au Bon Pain Store # 44,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:13 PM,+16178975079,"(0E-9, 0E-9)"
LAS BRISAS DEL CARIBE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:21 PM,+16174271211,"(0E-9, 0E-9)"
Salvatore's,,Active,FS,Eating & Drinking,05/11/2007 09:08:11 AM,+16035531111,"(0E-9, 0E-9)"
Boloco-Atlantic Wharf,,Active,FT,Eating & Drinking w/ Take Out,06/30/2011 10:41:40 AM,+10000000000,"(0E-9, 0E-9)"
Stand #702,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:38:31 AM,+16176241600,"(0E-9, 0E-9)"
GIDDY UP GRILL,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:14 PM,+16179892007,"(0E-9, 0E-9)"
Cape Verdeon Food Terraterra,,Active,FT,Eating & Drinking w/ Take Out,06/06/2014 11:31:32 AM,+17814372264,"(0E-9, 0E-9)"
Da Vinci,,Active,FS,Eating & Drinking,10/30/2007 12:59:02 PM,+16173500007,"(0E-9, 0E-9)"
PROVIDENCE HOUSE SENIOR COMM.,,Active,FS,Eating & Drinking,12/07/2006 01:35:54 PM,+16177310565,"(0E-9, 0E-9)"
D'ANGELO'S,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:06 PM,+17814611200,"(0E-9, 0E-9)"
Lean & Green Gourmet,,Active,FT,Eating & Drinking w/ Take Out,08/25/2009 02:42:52 PM,+16175671112,"(0E-9, 0E-9)"
Battery Wharf Hotel,,Active,FS,Eating & Drinking,02/13/2009 08:19:10 AM,+16179949000,"(0E-9, 0E-9)"
THE KINSALE IRISH PUB & REST.,,Active,FS,Eating & Drinking,12/07/2006 01:34:58 PM,+10007425577,"(0E-9, 0E-9)"
Stand #410,,Active,FT,Eating & Drinking w/ Take Out,01/28/2009 11:01:15 AM,+16176241600,"(0E-9, 0E-9)"
Best Western Plus Roundhouse Suites,,Active,FS,Eating & Drinking,02/23/2015 02:05:52 PM,+16179891000,"(0E-9, 0E-9)"
BREADWINNERS/STARBUCK'S,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:50 PM,+16173532947,"(0E-9, 0E-9)"
LAZ CAFE,,Active,FT,Eating & Drinking w/ Take Out,04/23/2014 10:31:57 AM,+16175360066,"(0E-9, 0E-9)"
PAVC3,,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 11:28:30 AM,+16175366683,"(0E-9, 0E-9)"
PADDY O'S,,Active,FS,Eating & Drinking,12/07/2006 01:36:13 PM,+16173124995,"(0E-9, 0E-9)"
Dunkin Donuts (T-E Post Security),,Active,FT,Eating & Drinking w/ Take Out,12/21/2011 09:52:57 AM,+16172765428,"(0E-9, 0E-9)"
GEB - 2,,Active,FT,Eating & Drinking w/ Take Out,04/27/2007 06:58:13 PM,+10000000000,"(0E-9, 0E-9)"
BOSTON & MAINE FISH CO.,,Active,FT,Eating & Drinking w/ Take Out,03/07/2007 11:11:43 AM,+16175902205,"(0E-9, 0E-9)"
Peet's Coffee & Tea(United Terminal BA A34),,Active,FT,Eating & Drinking w/ Take Out,01/23/2014 12:53:41 PM,+15085622568,"(0E-9, 0E-9)"
RESTAURANT MONTECRISTO,,Active,FS,Eating & Drinking,12/07/2006 01:36:09 PM,+16175694114,"(0E-9, 0E-9)"
SOUTH BOSTON CHINESE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:54 PM,+16172691970,"(0E-9, 0E-9)"
MAGIC WOK RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,03/07/2007 10:33:39 AM,+16172886388,"(0E-9, 0E-9)"
Style Cafe,,Active,FS,Eating & Drinking,11/30/2012 11:07:04 AM,+16172417300,"(0E-9, 0E-9)"
MRS. B'S CAFE,,Active,FT,Eating & Drinking w/ Take Out,01/19/2011 10:48:05 AM,+16177835500,"(0E-9, 0E-9)"
Double Tree Guest Suites,,Active,FS,Eating & Drinking,12/07/2006 01:34:54 PM,+10007830090,"(0E-9, 0E-9)"
BRIGHAM & WOMENS FAULKNER HOSPITAL,,Active,FS,Eating & Drinking,12/07/2006 01:33:55 PM,+16179837265,"(0E-9, 0E-9)"
Stand 407,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:19:30 AM,+16176241600,"(0E-9, 0E-9)"
Tasty Burger,,Active,FT,Eating & Drinking w/ Take Out,08/07/2014 02:52:22 PM,+16174254444,"(0E-9, 0E-9)"
B I DEACONESS/WEST END CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:29 PM,+10006675634,"(0E-9, 0E-9)"
Target Store T-1898,,Active,FS,Eating & Drinking,12/07/2006 01:35:59 PM,+10000000000,"(0E-9, 0E-9)"
J.P. LICKS AT W.R.  INC.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:26 PM,+16175242020,"(0E-9, 0E-9)"
Cisco Brew Pub of Nantucket,,Active,FS,Eating & Drinking,02/25/2008 11:01:58 AM,+15085622568,"(0E-9, 0E-9)"
Au Bon Pain,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:06 PM,+16178975079,"(0E-9, 0E-9)"
City Hall Deli (8th Fl.),,Active,FS,Eating & Drinking,12/07/2006 01:36:35 PM,+16177220105,"(0E-9, 0E-9)"
Boston Pretzel Bakery,,Active,FT,Eating & Drinking w/ Take Out,04/25/2007 03:26:51 PM,+10000000000,"(0E-9, 0E-9)"
Cosi (Pier B) Air Canada,,Active,FT,Eating & Drinking w/ Take Out,02/20/2007 07:00:44 PM,+16175676600,"(0E-9, 0E-9)"
PAV1A,,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 11:38:48 AM,+16175366683,"(0E-9, 0E-9)"
Yuen Barbeque Restaurant,,Active,FT,Eating & Drinking w/ Take Out,10/26/2009 01:41:23 PM,+16172886868,"(0E-9, 0E-9)"
SUFFOLK UNIV. SOMERSET CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:35:51 PM,+10003052896,"(0E-9, 0E-9)"
DILLON'S,,Active,FS,Eating & Drinking,12/07/2006 01:36:00 PM,+10004211818,"(0E-9, 0E-9)"
Starbucks Coffee #22253,,Active,FT,Eating & Drinking w/ Take Out,03/18/2014 08:48:43 AM,+10000000000,"(0E-9, 0E-9)"
MARRIOTT HOTEL-COPLEY PLACE,,Active,FS,Eating & Drinking,12/07/2006 01:34:17 PM,+10002365800,"(0E-9, 0E-9)"
Hungry Traveler,,Active,FS,Eating & Drinking,09/17/2008 09:10:16 AM,+16177421894,"(0E-9, 0E-9)"
Royal Rooters,,Active,FS,Eating & Drinking,04/11/2012 09:57:49 AM,+16175366683,"(0E-9, 0E-9)"
Stand 711,,Active,FT,Eating & Drinking w/ Take Out,02/01/2009 11:08:27 AM,+16176241600,"(0E-9, 0E-9)"
Starbucks,,Active,FT,Eating & Drinking w/ Take Out,03/13/2008 01:14:02 PM,+16173532947,"(0E-9, 0E-9)"
Designer Cafe'(Au Bon Pain),,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:19 PM,+16178975079,"(0E-9, 0E-9)"
LC4A,,Active,FT,Eating & Drinking w/ Take Out,11/16/2008 11:18:32 AM,+16175366683,"(0E-9, 0E-9)"
Emmanuel College,,Active,FS,Eating & Drinking,12/07/2006 01:34:40 PM,+10007359905,"(0E-9, 0E-9)"
Station 10 Cafe,,Active,FS,Eating & Drinking,12/22/2009 12:18:23 PM,+16173435808,"(0E-9, 0E-9)"
Wan Convenience,,Active,FT,Eating & Drinking w/ Take Out,12/12/2014 09:40:44 AM,+16177838787,"(0E-9, 0E-9)"
GAME ON FENWAY PARK,,Active,FS,Eating & Drinking,12/07/2006 01:36:17 PM,+16172680233,"(0E-9, 0E-9)"
BRUEGGER'S BAGEL BAKERY,,Active,FS,Eating & Drinking,03/23/2007 12:52:42 PM,+16173273465,"(0E-9, 0E-9)"
SUNRISE RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:24 PM,+16174278068,"(0E-9, 0E-9)"
Mcdonalds,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:27 PM,+16173549027,"(0E-9, 0E-9)"
Copperfields,,Active,FS,Eating & Drinking,12/07/2006 01:33:54 PM,+16172478605,"(0E-9, 0E-9)"
Lelene's Restaurant,,Active,FS,Eating & Drinking,08/27/2009 12:59:44 PM,+16172961300,"(0E-9, 0E-9)"
TRESCA,,Active,FS,Eating & Drinking,12/07/2006 01:36:36 PM,+16177428240,"(0E-9, 0E-9)"
Ropes & Gray L L P,,Active,FS,Eating & Drinking,09/22/2010 09:05:46 AM,+16179517000,"(0E-9, 0E-9)"
Lee Chen's Restaurant,,Active,FT,Eating & Drinking w/ Take Out,01/30/2015 12:45:31 PM,+16172690061,"(0E-9, 0E-9)"
CAROL ANN BAKE SHOP,,Active,FT,Eating & Drinking w/ Take Out,03/26/2007 02:28:39 PM,+10000000000,"(0E-9, 0E-9)"
Eurest Dining Services@Mass Biologic Cafe,,Active,FS,Eating & Drinking,05/05/2010 09:02:53 AM,+16174743000,"(0E-9, 0E-9)"
Stand 730,,Active,FT,Eating & Drinking w/ Take Out,01/27/2009 12:04:30 PM,+16176241600,"(0E-9, 0E-9)"
BERTUCCI'S,,Active,FS,Eating & Drinking,12/07/2006 01:35:58 PM,+15083512577,"(0E-9, 0E-9)"
DUNKIN DONUTS/WALDWIN GROUP,,Active,FT,Eating & Drinking w/ Take Out,03/22/2007 02:49:12 PM,+16175411911,"(0E-9, 0E-9)"
Philadelphia Steak & Hoagie,,Active,FT,Eating & Drinking w/ Take Out,05/02/2007 09:49:09 AM,+10000000000,"(0E-9, 0E-9)"
Milano Pizzeria & Pasta,,Active,FT,Eating & Drinking w/ Take Out,02/13/2015 02:46:28 PM,+16172778277,"(0E-9, 0E-9)"
Potbelly Sandwich Shop,,Active,FT,Eating & Drinking w/ Take Out,01/18/2012 08:35:32 AM,+10000000000,"(0E-9, 0E-9)"
CAPPY'S PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:33 PM,+16175220279,"(0E-9, 0E-9)"
