BusinessName,DBAName,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Location
Fresh City,,Active,FT,Eating & Drinking w/ Take Out,04/29/2010 12:04:56 PM,+16036823082,"(42.364539, -71.021817)"
Fresh Life Cafe @ Tuft's Medical Ctr.,,Active,FT,Eating & Drinking w/ Take Out,10/17/2011 09:01:49 AM,+16176369820,"(42.350078, -71.063059)"
Freshii,,Active,FS,Eating & Drinking,06/01/2011 09:22:31 AM,+10000000000,"(42.354448, -71.05536)"
Friturilandia & Grill,,Active,FT,Eating & Drinking w/ Take Out,03/31/2007 12:49:01 PM,+10000000000,"(42.291968, -71.08805)"
Frost Ice Bar,,Active,FS,Eating & Drinking,03/21/2013 11:12:47 AM,+10000000000,"(42.36003, -71.05319)"
Froyo World,,Active,FT,Eating & Drinking w/ Take Out,09/07/2012 10:28:55 AM,+16178179370,"(42.351554, -71.13189)"
Fro-zen-yo,,Active,FT,Eating & Drinking w/ Take Out,04/02/2013 09:43:59 AM,+17819744034,"(42.357616, -71.058386)"
Fruitata Inc.,,Active,FT,Eating & Drinking w/ Take Out,08/13/2013 09:55:27 AM,+16179826147,"(42.347296, -71.081457)"
Fuel America,,Active,FS,Eating & Drinking,01/12/2012 02:40:52 PM,+17814241604,"(42.34145, -71.15433)"
FunTea Cafe,,Active,FS,Eating & Drinking,08/13/2009 10:18:03 AM,+16172888882,"(42.30074, -71.05978)"
Future Chefs,,Active,FS,Eating & Drinking,01/26/2012 08:36:11 AM,+16176204964,"(42.33803, -71.0675)"
Ga Ga Seafood Restaurant,,Active,FS,Eating & Drinking,06/30/2011 08:20:49 AM,+10000000000,"(42.350724, -71.060979)"
GALLERIA UMBERTO,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:02 PM,+10000000000,"(42.36372, -71.05425)"
Galway House Inc,,Active,FS,Eating & Drinking,12/07/2006 01:33:55 PM,+16175249677,"(42.311267, -71.114278)"
Garden Halal Restaurant,,Active,FS,Eating & Drinking,01/04/2008 10:15:33 AM,+19787263121,"(42.361495, -71.056409)"
Gaslight and Greenlight Cafe,,Active,FS,Eating & Drinking,08/17/2007 01:53:31 PM,+16174220224,"(42.34081, -71.06744)"
Gavin Foundation Inc.,,Active,FS,Eating & Drinking,12/09/2010 08:53:39 AM,+16172685517,"(42.335263, -71.042749)"
Gelateria,,Active,FT,Eating & Drinking w/ Take Out,08/23/2007 09:17:17 AM,+16177204243,"(42.36382, -71.05468)"
GENE'S CHINESE FLATBREAD CAFE,,Active,FS,Eating & Drinking,06/21/2013 08:37:58 AM,+17816900873,"(42.35346, -71.05961)"
Genki Ya of Boston,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:45 PM,+16173388686,"(42.351219, -71.064646)"
Gennaro 5 North Square,,Active,FS,Eating & Drinking,06/11/2009 03:08:26 PM,+16177201050,"(42.36399, -71.05357)"
Giacomo's,,Active,FS,Eating & Drinking,12/07/2006 01:34:02 PM,+16175239026,"(42.364557, -71.053439)"
Giacomo's Restaurant,,Active,FS,Eating & Drinking,05/20/2008 11:03:01 AM,+16175365723,"(42.344074, -71.077812)"
Gigi Gelateria,,Active,FT,Eating & Drinking w/ Take Out,05/08/2009 01:05:21 PM,+16177204243,"(42.362948, -71.055959)"
Gillette Cafeteria,,Active,FS,Eating & Drinking,12/07/2006 01:35:10 PM,+161700016,"(42.343907, -71.056699)"
Ginger Exchange,,Active,FS,Eating & Drinking,12/07/2012 02:34:47 PM,+16178679999,"(42.342201, -71.08503)"
Glass Slipper,,Active,FS,Eating & Drinking,12/07/2006 01:34:05 PM,+16173382290,"(42.351434, -71.063278)"
GLOBE BAR & CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:36:07 PM,+16177780089,"(42.350654, -71.076368)"
Golden House (Washington St.),,Active,FT,Eating & Drinking w/ Take Out,12/28/2010 01:26:25 PM,+16173238239,"(42.281631, -71.133554)"
GOLDEN LEAF RESTAURANT,,Active,FS,Eating & Drinking,06/20/2014 11:21:00 AM,+16179888188,"(42.350406, -71.059976)"
Goulston & Storrs,,Active,FS,Eating & Drinking,12/07/2006 01:33:50 PM,+10004821776,"(42.36293, -71.05126)"
Grain Exchange,,Active,FS,Eating & Drinking,04/23/2012 11:20:49 AM,+16174517400,"(42.358727, -71.052604)"
Grass Fed,,Active,FS,Eating & Drinking,03/13/2012 10:56:02 AM,+16175532278,"(42.31478, -71.114279)"
Grass Roots Cafe,,Active,FT,Eating & Drinking w/ Take Out,07/12/2013 07:59:19 AM,+16179512124,"(42.355, -71.0587)"
Grasshopper Cafe,,Active,FS,Eating & Drinking,05/21/2009 09:16:05 AM,+16172420001,"(42.379474, -71.063295)"
Grasshopper Creamery,,Active,FT,Eating & Drinking w/ Take Out,04/13/2012 08:15:04 AM,+10000000000,"(42.360028, -71.056245)"
GRASSHOPPER VEGETARIAN,,Active,FS,Eating & Drinking,12/07/2006 01:36:24 PM,+16172548883,"(42.353767, -71.137459)"
GREAT BARBECU INC.,,Active,FT,Eating & Drinking w/ Take Out,05/10/2007 02:14:28 PM,+16177288699,"(42.35074, -71.06023)"
Great Chef,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:56 PM,+10005693100,"(42.379493, -71.02791)"
GREAT CHEF ORIENT HEIGHTS,,Active,FS,Eating & Drinking,12/07/2006 01:34:41 PM,+16175695600,"(42.38603, -71.00796)"
Great Scott,,Active,FS,Eating & Drinking,12/07/2006 01:33:57 PM,+16177316348,"(42.350727, -71.13097)"
Great Taste Bakery and Restaurant,,Active,FS,Eating & Drinking,08/18/2008 03:12:46 PM,+17815260339,"(42.35115, -71.06025)"
Great Wok,,Active,FT,Eating & Drinking w/ Take Out,09/05/2007 02:09:15 PM,+16172881078,"(42.32103, -71.06171)"
Green Briar,,Active,FS,Eating & Drinking,12/07/2006 01:33:58 PM,+16176982352,"(42.348815, -71.151268)"
GREEN DRAGON TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:34:31 PM,+16173670055,"(42.361469, -71.056839)"
Green T Coffee Shop,,Active,FT,Eating & Drinking w/ Take Out,11/10/2011 09:07:10 AM,+10000000000,"(42.333487, -71.105724)"
GREENHILLS BAKERY,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:04 PM,+16178258188,"(42.28327, -71.05557)"
GRIDDLER'S BURGERS & DOGS,,Active,FT,Eating & Drinking w/ Take Out,02/27/2009 10:57:48 AM,+16172272094,"(42.36096, -71.06586)"
GRILL 23 AND BAR,,Active,FS,Eating & Drinking,12/07/2006 01:34:34 PM,+16175422255,"(42.349397, -71.071858)"
GROTTO,,Active,FS,Eating & Drinking,12/07/2006 01:35:49 PM,+16175431549,"(42.35991, -71.063085)"
Grove Hall Pizza,,Active,FS,Eating & Drinking,03/08/2010 01:26:07 PM,+18572497895,"(42.309756, -71.083018)"
Guckenheimer @ B.R.E. @ Blue Glass Cafe,,Active,FS,Eating & Drinking,12/07/2006 01:35:41 PM,+16172750264,"(42.34921, -71.07513)"
Guckenheimer @ Berkeley Cafe,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:44 PM,+16172750264,"(42.35006, -71.072919)"
Guilt Nightclub/Underbar,,Active,FS,Eating & Drinking,12/07/2006 01:34:03 PM,+16175424677,"(42.350032, -71.065531)"
Guira and Tambora Restaurant,,Active,FS,Eating & Drinking,04/30/2009 11:27:44 AM,+16173277555,"(42.291827, -71.122157)"
Guru The Caterer,,Active,FT,Eating & Drinking w/ Take Out,01/05/2010 11:38:21 AM,+10000000000,"(42.355943, -71.057564)"
Gyro City,,Active,FT,Eating & Drinking w/ Take Out,03/06/2014 12:46:00 PM,+16172664976,"(42.343077, -71.09911)"
Habibi's Lounge,,Active,FS,Eating & Drinking,01/15/2009 01:44:50 PM,+16172302173,"(42.35081, -71.130724)"
Hafun Cafe,,Active,FT,Eating & Drinking w/ Take Out,03/18/2011 11:29:33 AM,+10000000000,"(42.329699, -71.085422)"
Halal Indian Cuisine,,Active,FT,Eating & Drinking w/ Take Out,05/13/2008 08:11:39 AM,+16179356701,"(42.333841, -71.105038)"
HALEY HOUSE BAKERY CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:36:24 PM,+16174450900,"(42.33201, -71.08248)"
HALF TIME,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:55 PM,+16177204578,"(42.365054, -71.061409)"
Hampshire House Butcher Block,,Active,FS,Eating & Drinking,12/07/2006 01:33:51 PM,+16172279600,"(42.355981, -71.071299)"
Handy & Person Catering,,Active,FT,Eating & Drinking w/ Take Out,09/27/2013 08:38:51 AM,+16173793749,"(42.283394, -71.055886)"
Happy Garden,,Active,FT,Eating & Drinking w/ Take Out,12/15/2006 04:21:29 PM,+16178346159,"(42.349291, -71.15428)"
Harbor Walk Cafe,,Active,FS,Eating & Drinking,04/02/2013 03:47:30 PM,+10000000000,"(42.371482, -71.060039)"
Harborside Cafe,,Active,FS,Eating & Drinking,06/21/2013 12:47:40 PM,+16175671236,"(42.363408, -71.025698)"
HARBORSIDE INN OF BOSTON,,Active,FS,Eating & Drinking,04/12/2012 12:40:55 PM,+16177237500,"(42.359265, -71.052854)"
Hard Rock Cafe,,Active,FS,Eating & Drinking,06/27/2007 01:49:09 PM,+16174247625,"(42.36088, -71.05498)"
Harp & Bard,,Active,FS,Eating & Drinking,12/07/2006 01:33:58 PM,+16172652893,"(42.313066, -71.057429)"
Harpoon Brewery Beer Hall,,Active,FS,Eating & Drinking,05/02/2012 08:44:22 AM,+16175749551,"(42.346919, -71.034157)"
HARRY O'S,,Active,FS,Eating & Drinking,12/07/2006 01:34:39 PM,+16170000000,"(42.341269, -71.070341)"
Harry's All American Breakfast,,Active,FS,Eating & Drinking,05/26/2011 01:05:18 PM,+16173279256,"(42.293937, -71.13618)"
Harry's Bar & Grill,,Active,FS,Eating & Drinking,10/22/2007 11:46:11 AM,+16172545151,"(42.349163, -71.139591)"
HARVARD BUS./ALDRICH HALL,,Active,FS,Eating & Drinking,12/07/2006 01:36:26 PM,+16173845825,"(42.365895, -71.12208)"
HARVARD BUS./BAKER FACULTY,,Active,FS,Eating & Drinking,12/07/2006 01:36:26 PM,+16173845825,"(42.366436, -71.122758)"
HARVARD BUSINESS SCHOOL CAFETE,,Active,FS,Eating & Drinking,12/07/2006 01:35:13 PM,+16174956415,"(42.362965, -71.131863)"
HARVARD CLUB OF BOSTON,,Active,FS,Eating & Drinking,12/07/2006 01:34:00 PM,+10004264471,"(42.3561, -71.05695)"
HARVARD CLUB OF BOSTON,,Active,FS,Eating & Drinking,12/07/2006 01:33:57 PM,+10005361260,"(42.349462, -71.089418)"
Harvard Gardens,,Active,FS,Eating & Drinking,08/13/2008 02:55:10 PM,+16172680233,"(42.36093, -71.06901)"
HEBREW REHAB CENTER,,Active,FS,Eating & Drinking,12/07/2006 01:36:27 PM,+16173638902,"(42.296681, -71.130733)"
Hen House,,Active,FT,Eating & Drinking w/ Take Out,02/22/2012 08:14:00 AM,+16174429464,"(42.32709, -71.06764)"
HENNESSY'S OF BOSTON,,Active,FS,Eating & Drinking,12/07/2006 01:35:11 PM,+16177422121,"(42.361014, -71.056731)"
Herrera's Burritos,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:13 PM,+16174262350,"(42.351362, -71.06874)"
HERRERA'S MEXICAN GRILL  INC.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:12 PM,+16174262350,"(42.355262, -71.062458)"
Hi Lab Cafe,,Active,FT,Eating & Drinking w/ Take Out,07/22/2011 12:56:46 PM,+10000000000,"(42.36403, -71.12407)"
HIDDEN KITCHEN,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:23 PM,+17816480715,"(42.338403, -71.066939)"
HIDYAN CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:35:01 PM,+16174370966,"(42.342431, -71.099082)"
HIEN VUONG RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:34:35 PM,+16172829791,"(42.299933, -71.060441)"
HIGH SPOT DELI,,Active,FS,Eating & Drinking,12/07/2006 01:34:51 PM,+19782838288,"(42.358141, -71.06179)"
HIGHLAND TAP OF BOSTON INC.,,Active,FS,Eating & Drinking,12/07/2006 01:34:10 PM,+16177693191,"(42.331982, -71.081961)"
HILLEL,,Active,FS,Eating & Drinking,12/07/2006 01:36:18 PM,+16173532947,"(42.350771, -71.102931)"
Hills Deli,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+10003253523,"(42.30064, -71.1127)"
HILLSTONE RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:35:40 PM,+16025532111,"(42.35927, -71.05643)"
Hilton Boston Back Bay Coffee Bar,,Active,FS,Eating & Drinking,07/16/2008 02:11:08 PM,+16172361100,"(42.34645, -71.08526)"
HILTON BOSTON FINANCIAL DISTRICT,,Active,FS,Eating & Drinking,04/02/2007 09:23:36 AM,+16173481228,"(42.35744, -71.05316)"
Himayalan Bistro,,Active,FS,Eating & Drinking,12/07/2006 01:36:41 PM,+10003253500,"(42.287452, -71.14975)"
Holiday Inn Express,,Active,FS,Eating & Drinking,10/03/2008 09:08:07 AM,+10000000000,"(42.286541, -71.05319)"
Honey Dew Donuts,,Active,FT,Eating & Drinking w/ Take Out,04/22/2011 01:28:24 PM,+16175674100,"(42.369388, -71.03982)"
Hong Kong 888 Cafe,,Active,FT,Eating & Drinking w/ Take Out,07/06/2012 10:33:28 AM,+16173238122,"(42.28857, -71.134317)"
Hong Kong At Faneuil Hall,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+10000000000,"(42.359592, -71.053858)"
Hong Kong Harbour,,Active,FS,Eating & Drinking,07/07/2008 09:00:50 AM,+16175693855,"(42.36888, -71.039276)"
Hong Ze,,Active,FS,Eating & Drinking,09/08/2008 09:55:48 AM,+16173386688,"(42.35058, -71.06029)"
Hoshi Japanese Restaurant,,Active,FT,Eating & Drinking w/ Take Out,10/21/2010 12:46:05 PM,+10000000000,"(42.3492, -71.162949)"
Hot Pot Buffet,,Active,FS,Eating & Drinking,03/18/2010 03:23:42 PM,+10000000000,"(42.351353, -71.059891)"
House of Blues,,Active,FS,Eating & Drinking,08/01/2008 11:13:57 AM,+16172622605,"(42.347388, -71.09615)"
Howl at the Moon,,Active,FS,Eating & Drinking,08/20/2010 08:50:20 AM,+16172924695,"(42.35668, -71.05257)"
Hsin Hsin,,Active,FS,Eating & Drinking,12/07/2006 01:34:47 PM,+17819856347,"(42.350505, -71.089578)"
Hungry I,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+10002273524,"(42.35819, -71.07029)"
HURRICANE O'REILLY'S,,Active,FS,Eating & Drinking,12/07/2006 01:35:32 PM,+16174517400,"(42.36476, -71.060746)"
HYATT CONF. & HOTEL (FS),,Active,FS,Eating & Drinking,12/07/2006 01:34:32 PM,+16175681234,"(42.359198, -71.027191)"
Ichiban Yakitori Sushi House,,Active,FS,Eating & Drinking,03/28/2013 09:33:55 AM,+16172367907,"(42.343206, -71.086749)"
IDEAL CAFE 'D PIZZA,,Active,FT,Eating & Drinking w/ Take Out,03/23/2007 10:45:45 AM,+16175243344,"(42.31858, -71.11206)"
IDEAL SUB SHOP,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16174421560,"(42.322343, -71.072418)"
Il Mondo Pizza,,Active,FS,Eating & Drinking,06/22/2012 02:25:27 PM,+16172777161,"(42.345747, -71.086679)"
IL NIDO,,Active,FS,Eating & Drinking,12/07/2006 01:34:30 PM,+16177424272,"(42.363673, -71.051898)"
Il Panino Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:34:06 PM,+16177201336,"(42.363904, -71.054768)"
Imperial Kitchen,,Active,FS,Eating & Drinking,09/06/2012 03:19:08 PM,+16173272249,"(42.285933, -71.129089)"
In Boston,,Active,FT,Eating & Drinking w/ Take Out,02/16/2012 08:53:33 AM,+16173575400,"(42.353107, -71.05868)"
INBOUND PIZZA & RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:36:20 PM,+18579193434,"(42.349822, -71.131038)"
Infusions Tea Spa,,Active,FS,Eating & Drinking,09/28/2007 02:32:09 PM,+16172541122,"(42.35258, -71.13051)"
Insomnia Cookies,,Active,FT,Eating & Drinking w/ Take Out,03/28/2013 10:58:30 AM,+12122062403,"(42.34954, -71.1054)"
Institute Of Contemporary Art/Water Cafe,,Active,FS,Eating & Drinking,12/06/2006 11:24:37 AM,+16174783177,"(42.352885, -71.043012)"
Intercontinental Boston - Rumba Bar,,Active,FS,Eating & Drinking,12/05/2006 12:28:17 PM,+16177471000,"(42.3541, -71.05228)"
Intercontinental Boston - Sushi Teq,,Active,FS,Eating & Drinking,04/27/2007 08:42:24 AM,+16177471000,"(42.3541, -71.05228)"
INTERMISSION TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:36:20 PM,+16176991053,"(42.351346, -71.064584)"
Irashai Sushi and Teriyaki,,Active,FS,Eating & Drinking,04/05/2011 11:29:26 AM,+16173506888,"(42.351008, -71.062428)"
Irish Village Inc.,,Active,FS,Eating & Drinking,12/07/2006 01:34:06 PM,+16177875427,"(42.35491, -71.14966)"
IRON MOUNTAIN,,Active,FS,Eating & Drinking,01/17/2014 12:37:09 PM,+15086337680,"(42.3561, -71.05695)"
Iron Wok (Unit F-3),,Active,FT,Eating & Drinking w/ Take Out,06/18/2012 08:17:22 AM,+16177422888,"(42.351362, -71.06874)"
IRONSIDE GRILLE,,Active,FS,Eating & Drinking,12/07/2006 01:34:16 PM,+16172421384,"(42.372572, -71.061056)"
Island Creek Oyster Bar,,Active,FS,Eating & Drinking,07/01/2010 11:06:43 AM,+17816407215,"(42.348521, -71.095099)"
ISLAND STYLE INC.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:08 PM,+16173615485,"(42.303349, -71.07876)"
Itadaki,,Active,FS,Eating & Drinking,05/13/2011 08:58:27 AM,+16179535200,"(42.349544, -71.083565)"
Ittoku,,Active,FS,Eating & Drinking,05/21/2013 02:04:09 PM,+10000000000,"(42.34853, -71.139039)"
J & J IRISH PUB & GRILLE,,Active,FS,Eating & Drinking,12/07/2006 01:34:32 PM,+16172825919,"(42.312214, -71.057191)"
J M Curley,,Active,FS,Eating & Drinking,06/29/2011 03:02:45 PM,+10000000000,"(42.3552, -71.06239)"
J P House of Pizza,,Active,FT,Eating & Drinking w/ Take Out,12/03/2012 01:02:48 PM,+16175224154,"(42.31006, -71.11548)"
J P Kitchen,,Active,FS,Eating & Drinking,08/24/2012 08:02:01 AM,+16175240888,"(42.30583, -71.10785)"
J P Licks @ Charles Street,,Active,FT,Eating & Drinking w/ Take Out,02/16/2012 10:58:18 AM,+16175242020,"(42.35998, -71.071)"
J P Licks@Boylston St.,,Active,FT,Eating & Drinking w/ Take Out,09/14/2012 10:23:00 AM,+16175242020,"(42.346828, -71.08857)"
J. P. SEAFOOD CAFE INC.,,Active,FS,Eating & Drinking,12/07/2006 01:34:45 PM,+16175226092,"(42.310802, -71.114458)"
J. Pace & Son Uptown,,Active,FT,Eating & Drinking w/ Take Out,03/18/2009 09:37:16 AM,+17812319599,"(42.348075, -71.039263)"
J.M.P. FINE INDIAN CUISINE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:35 PM,+16177879700,"(42.352411, -71.125329)"
J.P. LICKS INC.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:05 PM,+16175242020,"(42.312887, -71.114449)"
J.R.'S HIDEAWAY,,Active,FT,Eating & Drinking w/ Take Out,10/17/2011 09:34:46 AM,+16172697100,"(42.335891, -71.06312)"
Jacob Wirth Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:34:05 PM,+16175745070,"(42.35126, -71.06375)"
Jacques,,Active,FS,Eating & Drinking,12/07/2006 01:33:54 PM,+10005364053,"(42.349957, -71.06744)"
Jade Garden Restaurant,LCY  Inc.,Active,FS,Eating & Drinking,06/04/2009 12:49:05 PM,+16174233288,"(42.35069, -71.06057)"
Jaho Coffee & Tea,,Active,FT,Eating & Drinking w/ Take Out,03/08/2011 08:40:26 AM,+16172361680,"(42.3379, -71.07541)"
JAMES'S GATE,,Active,FS,Eating & Drinking,12/07/2006 01:34:54 PM,+10009832000,"(42.3058, -71.11443)"
Japanese Hot Pot,,Active,FS,Eating & Drinking,12/07/2006 01:35:28 PM,+16172928828,"(42.3508, -71.06052)"
Java City @ Simmons College,,Active,FT,Eating & Drinking w/ Take Out,09/10/2010 11:07:23 AM,+16175212903,"(42.33931, -71.09996)"
JEANIE JOHNSTON PUB,,Active,FS,Eating & Drinking,12/07/2006 01:36:06 PM,+16179839432,"(42.305066, -71.114449)"
JENNY'S PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:16 PM,+16175920785,"(42.38126, -71.06301)"
Jerry Remy's Sports Bar & Grill,,Active,FS,Eating & Drinking,07/23/2010 10:06:39 AM,+16178997012,"(42.350748, -71.041014)"
Jeveli's,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175679539,"(42.379491, -71.027388)"
Jillian's Billiard Club,,Active,FS,Eating & Drinking,12/07/2006 01:34:04 PM,+10004370300,"(42.347411, -71.094422)"
Jim's Restaurant and Deli,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16177872626,"(42.349317, -71.154051)"
Jo Jo Taipei,,Active,FS,Eating & Drinking,04/18/2008 08:55:03 AM,+16172309893,"(42.353081, -71.130624)"
JOE'S AMERICAN BAR & GRILL,,Active,FS,Eating & Drinking,04/05/2011 09:05:42 AM,+16175364200,"(42.361967, -71.050671)"
JOE'S SUBS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:58 PM,+19057720000,"(42.329035, -71.08372)"
JOHN B. HYNES VET. MEM. CTR.,,Active,FS,Eating & Drinking,05/26/2010 12:48:35 PM,+16179542100,"(42.34753, -71.08411)"
JOSEPH'S PIZZA & SUBS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16177319880,"(42.331757, -71.111738)"
Joshua's Deli,,Active,FS,Eating & Drinking,05/13/2013 01:23:53 PM,+16174517779,"(42.35757, -71.05385)"
JP LICKS @ BRIGHAM CIRCLE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:20 PM,+16175242020,"(42.333351, -71.10442)"
J'S CAFE @BOS. W & S,,Active,FS,Eating & Drinking,12/07/2006 01:36:34 PM,+17816031643,"(42.330692, -71.079283)"
Juice Boston @ MBTA,,Active,FT,Eating & Drinking w/ Take Out,02/03/2012 09:19:44 AM,+19175337788,"(42.34738, -71.07484)"
Just Steaks,,Active,FT,Eating & Drinking w/ Take Out,01/17/2014 12:58:24 PM,+16177749465,"(42.299318, -71.064788)"
K O Catering and Pies,,Active,FT,Eating & Drinking w/ Take Out,10/05/2010 03:09:04 PM,+16174800895,"(42.342447, -71.054567)"
Kaju Tofu House,,Active,FS,Eating & Drinking,12/16/2011 10:41:38 AM,+16172088540,"(42.354326, -71.132221)"
KALIHARI GRILL,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:18 PM,+16179892007,"(42.32318, -71.08645)"
KANTIN,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:36 PM,+16175678388,"(42.352411, -71.125329)"
Kapow,,Active,FT,Eating & Drinking w/ Take Out,06/06/2013 08:05:41 AM,+16172967505,"(42.273398, -71.067948)"
KASHMIR INDIAN RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:34:25 PM,+16175361695,"(42.34938, -71.084014)"
Kaze Shabu Shabu,,Active,FS,Eating & Drinking,08/23/2007 03:01:57 PM,+16173388783,"(42.35235, -71.06158)"
Kelleher's Bar and Grille,,Active,FS,Eating & Drinking,10/27/2009 08:51:00 AM,+16173251222,"(42.293937, -71.13618)"
KELLEY'S SQ. PUB,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:09 PM,+16175674627,"(42.376231, -71.035629)"
Kentucky Fried Chicken,,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:33:27 PM,+17819820755,"(42.295093, -71.072339)"
Kentucky Fried Chicken,,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:36:26 PM,+17819820755,"(42.25787, -71.1608)"
Kentucky Fried Chicken,,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:11:14 PM,+17819820755,"(42.28559, -71.11089)"
Kentucky Fried Chicken,,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:27:02 PM,+17819820755,"(42.31997, -71.061799)"
KFC,,Active,FT,Eating & Drinking w/ Take Out,11/15/2011 01:28:09 PM,+17819820755,"(42.35359, -71.13892)"
KING AND I CORP.,,Active,FS,Eating & Drinking,12/07/2006 01:34:13 PM,+16177338203,"(42.360364, -71.070575)"
KING'S LANE LOUNGE & BILLIARDS,,Active,FS,Eating & Drinking,12/07/2006 01:35:45 PM,+16172622605,"(42.347065, -71.085643)"
Kingston Station,,Active,FT,Eating & Drinking w/ Take Out,05/09/2007 03:51:13 PM,+16174826282,"(42.353772, -71.059213)"
KIPO'S PIZZERIA RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:54 PM,+16173878983,"(42.377447, -71.058588)"
KO Catering and Pies,,Active,FS,Eating & Drinking,05/22/2012 12:45:42 PM,+16174185234,"(42.364227, -71.032549)"
Kung Fu Tea,,Active,FT,Eating & Drinking w/ Take Out,10/19/2012 02:58:33 PM,+10000000000,"(42.35225, -71.132078)"
Kung Fu Tea @ Mass. Ave.,,Active,FT,Eating & Drinking w/ Take Out,07/23/2013 02:31:52 PM,+10000000000,"(42.34261, -71.084169)"
L STREET DINER,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:52 PM,+16172681155,"(42.334052, -71.035091)"
L STREET TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:34:21 PM,+16172685643,"(42.331583, -71.03505)"
L.A. Burdick Chocolate,,Active,FT,Eating & Drinking w/ Take Out,07/30/2011 01:41:18 PM,+16037563701,"(42.351219, -71.075653)"
La Be Fana Pizzeria,,Active,FT,Eating & Drinking w/ Take Out,06/05/2014 08:21:49 AM,+16179870086,"(42.35425, -71.13765)"
LA BELLE CAPOISE RESTAURANT,,Active,FS,Eating & Drinking,03/21/2007 03:22:25 PM,+16172981760,"(42.281, -71.08457)"
LA CHIVA RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:06 PM,+16175696200,"(42.37825, -71.02954)"
LA FAMIGLIA RISTORANTE,,Active,FS,Eating & Drinking,12/07/2006 01:34:16 PM,+17812843908,"(42.36455, -71.05571)"
La Galleria 33,,Active,FS,Eating & Drinking,06/03/2008 01:49:11 PM,+16177237233,"(42.36466, -71.05536)"
La Mamma Pizza And More,,Active,FT,Eating & Drinking w/ Take Out,05/31/2007 11:59:39 AM,+16177831661,"(42.35303, -71.1339)"
LA REINA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:16 PM,+10003811799,"(42.37608, -71.0361)"
LA SUMMA,,Active,FS,Eating & Drinking,03/25/2007 03:26:21 PM,+16175292565,"(42.36459, -71.05254)"
LA TERRAZA RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:36:29 PM,+16175615200,"(42.375103, -71.037993)"
La Voile Brasserie,,Active,FS,Eating & Drinking,10/18/2007 08:14:57 AM,+16175874200,"(42.34966, -71.08314)"
LALA LUNCHEONETTE RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:31 PM,+16174074574,"(42.283811, -71.07134)"
